trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
22510012000017,8:06:00,8:06:00,740012548,23,0,0
22510012000019,8:16:00,8:16:00,740012548,23,0,0
22510012000021,8:26:00,8:26:00,740012548,23,0,0
22510012000023,8:36:00,8:36:00,740012548,23,0,0
22510012000025,8:46:00,8:46:00,740012548,23,0,0
22510012000027,8:56:00,8:56:00,740012548,23,0,0
22510012000029,9:03:00,9:03:00,740012548,23,0,0
22510012000031,9:13:00,9:13:00,740012548,23,0,0
22510012000033,9:23:00,9:23:00,740012548,23,0,0
22510012000035,9:33:00,9:33:00,740012548,23,0,0
22510012000037,9:43:00,9:43:00,740012548,23,0,0
22510012000039,9:53:00,9:53:00,740012548,23,0,0
22510012000041,10:03:00,10:03:00,740012548,23,0,0
22510012000043,10:13:00,10:13:00,740012548,23,0,0
22510012000087,16:13:00,16:13:00,740012548,23,0,0
22510012000089,16:23:00,16:23:00,740012548,23,0,0
22510012000091,16:33:00,16:33:00,740012548,23,0,0
22510012000093,16:43:00,16:43:00,740012548,23,0,0
22510012000095,16:53:00,16:53:00,740012548,23,0,0
22510012000097,17:03:00,17:03:00,740012548,23,0,0
22510012000009,7:19:00,7:19:00,740012548,23,0,0
22510012000001,6:15:00,6:15:00,740012548,23,0,0
22510012000003,6:30:00,6:30:00,740012548,23,0,0
22510012000005,6:45:00,6:45:00,740012548,23,0,0
22510012000007,7:00:00,7:00:00,740012548,23,0,0
22510012000113,18:19:00,18:19:00,740012548,23,0,0
22510012000115,18:29:00,18:29:00,740012548,23,0,0
22510012000117,18:39:00,18:39:00,740012548,23,0,0
22510012000111,18:10:00,18:10:00,740012548,23,0,0
22510012000100,17:05:00,17:05:00,740012548,2,0,0
22510012000102,17:15:00,17:15:00,740012548,2,0,0
22510012000104,17:25:00,17:25:00,740012548,2,0,0
22510012000106,17:35:00,17:35:00,740012548,2,0,0
22510012000108,17:45:00,17:45:00,740012548,2,0,0
22510012000110,17:55:00,17:55:00,740012548,2,0,0
22510012000010,7:11:00,7:11:00,740012548,2,0,0
22510012000012,7:25:00,7:25:00,740012548,2,0,0
22510012000014,7:35:00,7:35:00,740012548,2,0,0
22510012000016,7:41:00,7:41:00,740012548,2,0,0
22510012000018,7:55:00,7:55:00,740012548,2,0,0
22510012000020,8:01:00,8:01:00,740012548,2,0,0
22510012000022,8:11:00,8:11:00,740012548,2,0,0
22510012000024,8:21:00,8:21:00,740012548,2,0,0
22510012000026,8:31:00,8:31:00,740012548,2,0,0
22510012000028,8:41:00,8:41:00,740012548,2,0,0
22510012000030,8:51:00,8:51:00,740012548,2,0,0
22510012000032,9:01:00,9:01:00,740012548,2,0,0
22510012000034,9:15:00,9:15:00,740012548,2,0,0
22510012000036,9:25:00,9:25:00,740012548,2,0,0
22510012000038,9:35:00,9:35:00,740012548,2,0,0
22510012000040,9:55:00,9:55:00,740012548,2,0,0
22510012000042,10:10:00,10:10:00,740012548,2,0,0
22510012000044,10:30:00,10:30:00,740012548,2,0,0
22510012000046,10:50:00,10:50:00,740012548,2,0,0
22510012000048,11:10:00,11:10:00,740012548,2,0,0
22510012000050,11:30:00,11:30:00,740012548,2,0,0
22510012000052,11:50:00,11:50:00,740012548,2,0,0
22510012000008,7:01:00,7:01:00,740012548,2,0,0
22510012000066,14:11:00,14:11:00,740012548,2,0,0
22510012000068,14:26:00,14:26:00,740012548,2,0,0
22510012000070,14:36:00,14:36:00,740012548,2,0,0
22510012000072,14:46:00,14:46:00,740012548,2,0,0
22510012000074,14:56:00,14:56:00,740012548,2,0,0
22510012000076,15:06:00,15:06:00,740012548,2,0,0
22510012000078,15:16:00,15:16:00,740012548,2,0,0
22510012000080,15:26:00,15:26:00,740012548,2,0,0
22510012000082,15:36:00,15:36:00,740012548,2,0,0
22510012000084,15:46:00,15:46:00,740012548,2,0,0
22510012000086,15:56:00,15:56:00,740012548,2,0,0
22510012000054,12:10:00,12:10:00,740012548,2,0,0
22510012000056,12:30:00,12:30:00,740012548,2,0,0
22510012000058,12:50:00,12:50:00,740012548,2,0,0
22510012000060,13:10:00,13:10:00,740012548,2,0,0
22510012000062,13:30:00,13:30:00,740012548,2,0,0
22510012000096,16:46:00,16:46:00,740012548,2,0,0
22510012000098,16:56:00,16:56:00,740012548,2,0,0
22510012000064,13:50:00,13:50:00,740012548,2,0,0
22510012000088,16:06:00,16:06:00,740012548,2,0,0
22510012000090,16:16:00,16:16:00,740012548,2,0,0
22510012000092,16:26:00,16:26:00,740012548,2,0,0
22510012000094,16:36:00,16:36:00,740012548,2,0,0
22510012000004,6:44:00,6:44:00,740012548,2,0,0
22510012000006,6:50:00,6:50:00,740012548,2,0,0
22510012000002,6:34:00,6:34:00,740012548,2,0,0
22510012000112,18:05:00,18:05:00,740012548,2,0,0
22510012000114,18:15:00,18:15:00,740012548,2,0,0
22510012000116,18:25:00,18:25:00,740012548,2,0,0
22510012000118,18:50:00,18:50:00,740012548,2,0,0
